Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 29, 2026 12:00 PM;Jan 29, 2026 1:00 PM;4,150.37;1,067.50;7,323.63;13,256.05;1,979.40;99.45;-;11,174.07;8,141.15;17,759.84;2,098.74;2,072.94
Jan 29, 2026 1:00 PM;Jan 29, 2026 2:00 PM;4,123.58;1,244.42;7,882.65;12,649.73;1,936.69;99.45;-;11,384.17;8,047.41;17,946.41;2,370.32;2,022.57
Jan 29, 2026 2:00 PM;Jan 29, 2026 3:00 PM;4,154.98;1,388.94;7,964.18;12,052.56;1,590.62;102.38;-;11,608.64;8,046.13;17,977.98;3,137.01;2,079.34
Jan 29, 2026 3:00 PM;Jan 29, 2026 4:00 PM;4,216.28;1,254.77;8,015.91;11,472.00;1,013.78;103.36;-;11,805.88;8,006.26;18,130.12;1,523.24;2,094.83
Jan 29, 2026 4:00 PM;Jan 29, 2026 5:00 PM;4,355.26;1,210.59;7,991.92;11,454.63;322.47;103.36;-;11,829.84;7,965.86;18,605.07;2,191.39;2,104.21
Jan 29, 2026 5:00 PM;Jan 29, 2026 6:00 PM;4,475.16;1,317.83;7,853.86;11,407.54;9.09;103.36;-;11,851.19;7,935.87;18,863.31;3,848.31;2,088.52
Jan 29, 2026 6:00 PM;Jan 29, 2026 7:00 PM;4,496.02;1,566.80;7,668.00;11,399.88;0.09;103.36;-;11,820.15;7,982.14;18,677.25;4,330.61;2,123.56
Jan 29, 2026 7:00 PM;Jan 29, 2026 8:00 PM;4,470.62;1,586.40;7,596.41;11,930.65;0.00;103.36;-;11,623.38;7,882.23;18,173.09;2,316.00;2,012.56
Jan 29, 2026 8:00 PM;Jan 29, 2026 9:00 PM;4,366.51;1,257.20;7,686.17;11,780.14;0.00;103.36;-;11,310.77;7,585.41;17,679.80;1,019.53;1,816.21
Jan 29, 2026 9:00 PM;Jan 29, 2026 10:00 PM;4,507.39;1,257.09;7,740.12;11,559.95;0.00;103.36;-;11,101.66;7,531.23;16,593.83;841.06;1,797.00
Jan 29, 2026 10:00 PM;Jan 29, 2026 11:00 PM;4,364.67;1,100.69;7,296.79;11,176.78;0.00;103.36;-;10,902.08;6,795.79;15,804.77;901.59;1,784.54
Jan 29, 2026 11:00 PM;Jan 30, 2026 12:00 AM;4,222.81;1,058.93;6,843.51;11,400.32;0.00;103.36;-;10,761.85;6,411.73;14,435.54;431.55;1,726.78
Jan 30, 2026 12:00 AM;Jan 30, 2026 1:00 AM;4,154.45;984.03;7,361.19;11,673.89;0.00;103.90;-;10,294.33;6,438.44;13,370.79;75.76;2,049.01
Jan 30, 2026 1:00 AM;Jan 30, 2026 2:00 AM;4,132.22;978.02;7,620.63;11,803.24;0.00;103.90;-;10,145.19;6,290.95;13,002.40;104.90;2,030.90
Jan 30, 2026 2:00 AM;Jan 30, 2026 3:00 AM;4,116.14;979.81;7,810.50;11,747.68;0.00;103.90;-;10,179.79;6,129.21;12,837.32;104.97;2,002.16
Jan 30, 2026 3:00 AM;Jan 30, 2026 4:00 AM;4,134.52;975.73;8,245.69;11,510.99;0.00;103.90;-;10,412.77;5,923.24;12,620.52;90.58;1,985.90
Jan 30, 2026 4:00 AM;Jan 30, 2026 5:00 AM;4,156.82;1,001.73;8,202.87;11,282.82;0.00;103.90;-;10,534.01;5,919.22;12,977.90;90.35;1,992.94
Jan 30, 2026 5:00 AM;Jan 30, 2026 6:00 AM;4,191.25;1,000.68;7,913.27;11,334.26;0.00;103.90;-;10,660.63;6,206.38;14,193.16;160.82;1,997.95
Jan 30, 2026 6:00 AM;Jan 30, 2026 7:00 AM;4,338.33;1,072.67;7,904.55;11,976.60;0.00;103.90;-;10,956.06;6,226.07;15,923.57;810.97;1,991.20
Jan 30, 2026 7:00 AM;Jan 30, 2026 8:00 AM;4,501.56;1,117.25;8,135.34;12,311.54;3.10;103.90;-;11,359.70;6,253.34;16,764.69;3,185.68;2,083.11
Jan 30, 2026 8:00 AM;Jan 30, 2026 9:00 AM;4,563.29;1,101.45;8,104.32;12,941.88;504.87;103.90;-;11,327.09;6,276.49;17,032.04;4,505.24;2,184.92
Jan 30, 2026 9:00 AM;Jan 30, 2026 10:00 AM;4,517.67;1,155.76;7,752.83;12,938.52;2,260.95;103.90;-;11,117.06;6,339.31;16,993.73;4,512.37;2,189.89
Jan 30, 2026 10:00 AM;Jan 30, 2026 11:00 AM;4,512.69;1,295.93;8,162.04;12,849.69;4,578.21;103.90;-;11,270.43;6,294.72;16,593.54;2,903.48;2,018.76
Jan 30, 2026 11:00 AM;Jan 30, 2026 12:00 PM;4,452.40;1,157.53;8,193.19;12,873.16;6,930.10;103.90;-;11,268.43;6,282.80;16,290.71;1,145.34;1,985.25
Jan 30, 2026 12:00 PM;Jan 30, 2026 1:00 PM;4,362.95;1,080.66;8,392.95;13,039.24;8,624.13;101.14;-;11,219.25;6,379.44;15,417.10;534.99;2,004.80
Jan 30, 2026 1:00 PM;Jan 30, 2026 2:00 PM;4,323.57;1,084.31;8,180.48;13,472.57;8,499.28;100.22;-;11,255.22;6,583.89;15,289.86;247.59;2,026.06
Jan 30, 2026 2:00 PM;Jan 30, 2026 3:00 PM;4,329.83;1,086.12;7,823.31;14,387.90;6,567.67;100.22;-;11,230.04;6,674.60;15,224.22;161.52;2,046.61
Jan 30, 2026 3:00 PM;Jan 30, 2026 4:00 PM;4,374.33;1,144.59;7,833.38;15,557.90;3,464.03;100.22;-;11,130.45;6,814.57;15,713.88;508.21;2,046.52
Jan 30, 2026 4:00 PM;Jan 30, 2026 5:00 PM;4,485.65;1,147.38;7,945.27;17,313.17;808.90;103.64;-;11,019.99;7,183.60;16,086.32;664.24;1,994.89
Jan 30, 2026 5:00 PM;Jan 30, 2026 6:00 PM;4,585.60;1,150.70;8,311.19;18,432.49;9.57;104.79;-;10,921.38;7,256.27;15,966.88;829.21;1,990.25
Jan 30, 2026 6:00 PM;Jan 30, 2026 7:00 PM;4,640.25;1,115.66;7,833.02;19,402.98;0.00;104.79;-;10,875.22;7,274.34;16,278.85;878.88;2,146.93
Jan 30, 2026 7:00 PM;Jan 30, 2026 8:00 PM;4,586.44;1,012.52;7,907.01;19,994.91;0.00;103.99;-;10,552.21;7,159.17;16,071.61;435.15;2,173.32
Jan 30, 2026 8:00 PM;Jan 30, 2026 9:00 PM;4,470.06;938.43;7,816.33;20,290.43;0.00;101.58;-;10,441.96;6,666.22;14,969.32;166.72;2,164.69
Jan 30, 2026 9:00 PM;Jan 30, 2026 10:00 PM;4,348.22;901.72;7,810.46;20,765.39;0.00;101.58;-;10,177.12;6,477.94;13,030.24;25.18;2,182.23
Jan 30, 2026 10:00 PM;Jan 30, 2026 11:00 PM;4,268.17;906.83;7,655.45;20,004.07;0.00;101.58;-;9,803.80;6,235.62;12,290.38;103.23;2,099.14
Jan 30, 2026 11:00 PM;Jan 31, 2026 12:00 AM;4,205.62;890.04;7,545.16;19,589.95;0.00;101.58;-;8,680.33;6,205.40;11,151.38;82.83;2,073.72
Jan 31, 2026 12:00 AM;Jan 31, 2026 1:00 AM;4,151.82;853.72;7,535.48;19,059.45;0.00;103.08;-;9,051.47;6,009.10;11,113.74;114.05;2,196.44
Jan 31, 2026 1:00 AM;Jan 31, 2026 2:00 AM;4,139.85;861.93;7,817.48;18,846.98;0.00;103.08;-;8,261.73;6,089.56;11,052.20;35.08;2,247.25
Jan 31, 2026 2:00 AM;Jan 31, 2026 3:00 AM;4,126.03;875.65;7,675.58;18,870.67;0.00;103.08;-;7,976.81;6,262.38;10,710.11;27.08;2,073.74
Jan 31, 2026 3:00 AM;Jan 31, 2026 4:00 AM;4,127.16;883.55;8,031.35;18,991.43;0.00;103.08;-;7,616.85;5,952.88;10,757.33;69.64;2,067.14
Jan 31, 2026 4:00 AM;Jan 31, 2026 5:00 AM;4,159.31;878.63;7,997.66;19,129.84;0.00;103.08;-;7,221.40;5,872.79;10,764.99;21.61;2,040.38
Jan 31, 2026 5:00 AM;Jan 31, 2026 6:00 AM;4,191.78;898.78;7,776.46;19,819.04;0.00;105.55;-;6,957.02;5,949.91;10,991.27;20.03;2,072.60
Jan 31, 2026 6:00 AM;Jan 31, 2026 7:00 AM;4,330.28;886.93;8,112.10;21,099.83;0.00;108.02;-;7,398.52;5,419.34;11,179.29;17.87;2,031.92
Jan 31, 2026 7:00 AM;Jan 31, 2026 8:00 AM;4,506.95;921.44;7,856.15;21,068.19;4.87;108.02;-;9,007.82;5,286.91;11,622.40;47.87;2,005.69
Jan 31, 2026 8:00 AM;Jan 31, 2026 9:00 AM;4,592.08;937.52;7,802.12;21,027.10;835.78;108.02;-;8,874.98;5,461.74;12,686.59;38.40;2,157.63
Jan 31, 2026 9:00 AM;Jan 31, 2026 10:00 AM;4,552.02;941.08;7,263.47;20,371.54;3,205.01;108.02;-;8,825.23;5,786.55;13,385.29;17.01;2,242.72
Jan 31, 2026 10:00 AM;Jan 31, 2026 11:00 AM;4,473.50;962.06;6,918.61;18,907.50;5,820.59;108.02;-;8,514.96;5,667.62;13,796.80;16.67;2,246.78
Jan 31, 2026 11:00 AM;Jan 31, 2026 12:00 PM;4,384.21;952.62;7,016.61;17,232.36;8,019.73;108.02;-;8,314.70;5,507.40;13,941.47;76.75;2,081.83
Jan 31, 2026 12:00 PM;Jan 31, 2026 1:00 PM;4,300.01;914.58;7,025.39;15,666.34;9,199.24;108.02;-;7,997.51;5,284.20;13,929.34;70.72;2,050.94
Jan 31, 2026 1:00 PM;Jan 31, 2026 2:00 PM;4,260.37;911.98;7,988.22;14,788.80;8,841.95;108.02;-;7,854.34;5,238.81;13,186.61;17.18;2,033.70
Jan 31, 2026 2:00 PM;Jan 31, 2026 3:00 PM;4,278.48;897.96;7,768.97;14,897.24;7,001.24;106.11;-;8,028.21;5,070.27;13,457.49;17.61;2,063.79
Jan 31, 2026 3:00 PM;Jan 31, 2026 4:00 PM;4,334.75;893.90;7,579.43;15,584.99;3,959.85;104.20;-;9,042.78;5,425.46;14,012.01;147.22;2,051.55
Jan 31, 2026 4:00 PM;Jan 31, 2026 5:00 PM;4,502.11;901.34;7,559.76;16,176.51;961.05;104.20;-;9,396.86;5,690.18;14,142.82;539.27;2,042.39
Jan 31, 2026 5:00 PM;Jan 31, 2026 6:00 PM;4,595.62;927.64;7,764.49;16,926.25;11.76;104.20;-;9,256.65;6,063.85;14,178.18;2,317.77;2,137.95
Jan 31, 2026 6:00 PM;Jan 31, 2026 7:00 PM;4,627.29;932.84;7,180.03;17,202.18;0.00;104.20;-;9,269.45;6,377.47;14,527.91;2,785.11;2,188.73
Jan 31, 2026 7:00 PM;Jan 31, 2026 8:00 PM;4,584.66;934.54;7,035.48;17,307.89;0.00;104.20;-;9,599.02;6,284.98;14,574.01;1,974.98;2,189.42
Jan 31, 2026 8:00 PM;Jan 31, 2026 9:00 PM;4,443.33;882.62;7,194.26;16,847.93;0.00;104.20;-;9,590.01;5,693.81;14,368.23;416.30;2,241.65
Jan 31, 2026 9:00 PM;Jan 31, 2026 10:00 PM;4,333.83;869.57;7,309.21;15,966.95;0.00;104.20;-;9,734.43;5,442.64;13,849.36;252.63;2,163.57
Jan 31, 2026 10:00 PM;Jan 31, 2026 11:00 PM;4,266.69;866.46;7,269.39;14,939.85;0.00;104.20;-;9,564.33;5,302.43;13,872.98;145.79;2,071.30
Jan 31, 2026 11:00 PM;Feb 1, 2026 12:00 AM;4,193.36;857.67;6,945.82;14,670.67;0.00;104.20;-;9,176.47;5,539.46;13,141.18;78.43;2,017.16
Feb 1, 2026 12:00 AM;Feb 1, 2026 1:00 AM;4,167.07;845.75;6,885.00;14,224.45;0.00;101.37;-;8,767.96;5,061.06;12,072.09;11.27;2,012.55
Feb 1, 2026 1:00 AM;Feb 1, 2026 2:00 AM;4,143.87;842.77;6,827.35;13,783.14;0.00;101.37;-;8,189.29;5,282.03;11,479.20;56.95;2,058.14
Feb 1, 2026 2:00 AM;Feb 1, 2026 3:00 AM;4,151.32;849.88;6,814.09;13,758.76;0.00;101.37;-;7,706.16;5,304.31;11,425.81;7.53;2,074.40
Feb 1, 2026 3:00 AM;Feb 1, 2026 4:00 AM;4,139.70;839.92;7,011.48;13,349.90;0.00;101.37;-;7,845.68;5,177.79;11,174.28;4.64;2,048.44
Feb 1, 2026 4:00 AM;Feb 1, 2026 5:00 AM;4,150.09;836.60;7,067.17;13,143.44;0.00;101.37;-;7,890.25;5,316.76;11,430.21;19.96;2,052.71
Feb 1, 2026 5:00 AM;Feb 1, 2026 6:00 AM;4,211.92;822.46;7,100.74;13,146.16;0.00;101.37;-;7,876.84;5,289.03;11,534.74;2.69;2,039.78
Feb 1, 2026 6:00 AM;Feb 1, 2026 7:00 AM;4,340.83;821.14;6,853.56;13,554.85;0.00;101.37;-;7,822.40;5,090.15;11,204.81;18.79;2,060.26
Feb 1, 2026 7:00 AM;Feb 1, 2026 8:00 AM;4,499.62;806.62;6,955.09;13,562.18;4.38;101.37;-;8,096.95;5,179.14;11,410.75;70.47;2,050.06
Feb 1, 2026 8:00 AM;Feb 1, 2026 9:00 AM;4,593.53;819.05;6,988.76;13,917.39;566.65;101.37;-;8,779.71;5,429.21;11,697.57;137.89;2,053.44
Feb 1, 2026 9:00 AM;Feb 1, 2026 10:00 AM;4,558.43;821.54;7,036.64;14,048.33;2,514.65;102.37;-;8,796.60;5,726.09;11,668.04;32.63;2,067.66
Feb 1, 2026 10:00 AM;Feb 1, 2026 11:00 AM;4,497.14;827.02;7,249.61;14,188.22;4,948.47;102.37;-;8,441.97;5,604.49;11,568.69;161.88;2,094.60
Feb 1, 2026 11:00 AM;Feb 1, 2026 12:00 PM;4,417.84;836.06;7,281.01;13,598.88;7,462.55;102.37;-;8,341.71;5,628.61;11,306.33;117.11;2,078.36
Feb 1, 2026 12:00 PM;Feb 1, 2026 1:00 PM;4,296.46;815.56;7,389.16;13,360.98;8,957.45;102.37;-;8,170.02;5,563.25;10,945.61;15.57;2,059.56
Feb 1, 2026 1:00 PM;Feb 1, 2026 2:00 PM;4,266.08;816.24;7,555.19;13,647.37;8,625.59;102.37;-;7,976.10;5,536.70;10,742.85;71.43;2,079.66
Feb 1, 2026 2:00 PM;Feb 1, 2026 3:00 PM;4,282.43;817.64;7,705.26;14,236.31;6,762.12;102.37;-;8,064.39;5,489.50;10,830.81;101.23;2,004.92
Feb 1, 2026 3:00 PM;Feb 1, 2026 4:00 PM;4,347.89;811.29;7,326.82;15,579.27;3,777.01;104.47;-;8,734.32;5,675.69;11,821.59;34.90;1,956.24
Feb 1, 2026 4:00 PM;Feb 1, 2026 5:00 PM;4,507.20;808.82;7,397.39;17,073.30;1,058.08;106.57;-;9,202.53;6,010.93;13,043.41;46.65;1,968.43
Feb 1, 2026 5:00 PM;Feb 1, 2026 6:00 PM;4,608.64;827.15;6,685.92;18,277.93;21.13;106.57;-;9,413.68;6,243.84;13,992.66;932.81;1,983.85
Feb 1, 2026 6:00 PM;Feb 1, 2026 7:00 PM;4,649.88;844.27;6,757.96;19,035.86;0.00;106.57;-;9,419.04;6,645.78;14,239.93;2,614.62;2,088.90
Feb 1, 2026 7:00 PM;Feb 1, 2026 8:00 PM;4,669.15;844.43;7,087.11;19,423.70;0.00;106.57;-;9,424.46;6,841.66;14,263.60;1,251.35;2,058.92
Feb 1, 2026 8:00 PM;Feb 1, 2026 9:00 PM;4,563.74;813.97;6,209.34;19,575.12;0.00;106.57;-;9,466.34;6,666.37;14,325.26;591.30;2,025.88
Feb 1, 2026 9:00 PM;Feb 1, 2026 10:00 PM;4,381.94;793.17;7,198.72;19,568.03;0.00;106.57;-;9,234.23;6,628.02;13,718.31;108.98;2,028.60
Feb 1, 2026 10:00 PM;Feb 1, 2026 11:00 PM;4,180.90;784.10;7,048.77;19,439.26;0.00;106.57;-;9,155.34;6,580.97;13,411.22;184.23;2,036.86
Feb 1, 2026 11:00 PM;Feb 2, 2026 12:00 AM;4,110.41;785.24;7,642.56;20,340.95;0.00;104.79;-;9,015.18;6,074.46;12,214.64;32.74;2,002.64
Feb 2, 2026 12:00 AM;Feb 2, 2026 1:00 AM;4,036.55;790.31;7,746.33;21,050.21;0.00;103.23;-;6,866.74;5,882.20;11,584.26;111.88;1,925.74
Feb 2, 2026 1:00 AM;Feb 2, 2026 2:00 AM;4,007.17;791.56;7,993.81;21,618.68;0.00;103.23;-;6,158.89;5,871.21;11,265.59;59.87;1,937.18
Feb 2, 2026 2:00 AM;Feb 2, 2026 3:00 AM;3,986.67;801.59;8,109.81;21,827.17;0.00;103.23;-;6,240.90;5,925.42;11,340.09;38.45;1,934.02
Feb 2, 2026 3:00 AM;Feb 2, 2026 4:00 AM;3,982.98;812.82;8,152.84;21,833.76;0.00;103.23;-;6,407.13;5,960.70;11,243.70;0.95;1,944.85
Feb 2, 2026 4:00 AM;Feb 2, 2026 5:00 AM;3,998.54;799.02;8,168.01;21,928.76;0.00;103.23;-;6,470.91;6,147.11;11,534.56;3.84;1,912.21
Feb 2, 2026 5:00 AM;Feb 2, 2026 6:00 AM;4,040.50;809.37;8,020.39;21,895.92;0.00;103.23;-;7,440.67;6,531.28;11,905.92;54.18;1,894.51
Feb 2, 2026 6:00 AM;Feb 2, 2026 7:00 AM;4,143.71;838.83;7,853.49;22,483.36;0.00;103.23;-;9,108.79;6,961.60;13,165.04;529.74;1,881.87
Feb 2, 2026 7:00 AM;Feb 2, 2026 8:00 AM;4,294.20;877.10;7,575.69;21,929.21;12.51;103.23;-;9,842.12;7,114.50;14,439.75;1,761.57;1,899.40
Feb 2, 2026 8:00 AM;Feb 2, 2026 9:00 AM;4,382.76;1,015.92;7,821.97;21,811.92;1,016.54;103.23;-;9,963.68;7,038.20;14,614.48;3,806.27;1,931.06
Feb 2, 2026 9:00 AM;Feb 2, 2026 10:00 AM;4,369.42;991.18;8,172.76;21,599.68;3,897.03;103.23;-;10,252.13;6,876.83;14,446.93;3,343.55;2,028.53
Feb 2, 2026 10:00 AM;Feb 2, 2026 11:00 AM;4,314.69;969.21;7,742.73;20,848.92;7,428.28;103.23;-;10,209.69;6,760.10;14,076.11;2,104.93;2,049.61
Feb 2, 2026 11:00 AM;Feb 2, 2026 12:00 PM;4,244.35;973.24;8,043.22;19,945.40;10,564.61;103.23;-;9,834.81;6,470.97;13,721.15;1,423.64;2,015.23
Feb 2, 2026 12:00 PM;Feb 2, 2026 1:00 PM;4,151.33;949.39;8,131.56;19,319.32;12,411.16;103.23;-;9,693.10;6,500.71;13,625.99;875.25;2,055.24
Feb 2, 2026 1:00 PM;Feb 2, 2026 2:00 PM;4,114.90;987.57;7,645.17;19,525.73;12,214.80;99.20;-;9,857.18;6,495.50;13,254.03;523.01;2,095.11
Feb 2, 2026 2:00 PM;Feb 2, 2026 3:00 PM;4,120.92;1,020.88;8,109.82;20,365.47;9,342.62;96.61;-;9,894.15;6,550.99;13,251.37;748.16;2,124.05
Feb 2, 2026 3:00 PM;Feb 2, 2026 4:00 PM;4,173.40;948.77;7,748.33;22,227.82;5,403.08;96.61;-;10,051.09;6,690.47;13,530.48;908.66;2,103.62
Feb 2, 2026 4:00 PM;Feb 2, 2026 5:00 PM;4,323.34;917.81;7,161.36;23,992.01;1,490.92;96.61;-;9,938.28;7,207.83;13,925.99;753.38;2,110.53
Feb 2, 2026 5:00 PM;Feb 2, 2026 6:00 PM;4,441.89;991.98;6,977.80;25,731.39;27.08;96.61;-;10,208.86;7,115.64;14,585.89;1,083.81;2,181.51
Feb 2, 2026 6:00 PM;Feb 2, 2026 7:00 PM;4,477.31;1,003.00;6,852.03;26,975.16;0.00;81.28;-;10,153.19;7,284.75;14,730.50;2,120.78;2,465.28
Feb 2, 2026 7:00 PM;Feb 2, 2026 8:00 PM;4,446.46;1,094.40;7,451.70;27,105.66;0.00;96.38;-;9,317.62;7,109.53;14,244.44;2,323.51;2,357.81
Feb 2, 2026 8:00 PM;Feb 2, 2026 9:00 PM;4,333.77;901.91;7,925.41;26,786.38;0.00;96.61;-;8,618.42;6,853.31;13,425.95;620.38;2,143.07
Feb 2, 2026 9:00 PM;Feb 2, 2026 10:00 PM;4,219.00;876.70;8,441.73;26,950.03;0.00;96.61;-;7,165.39;6,572.88;12,613.83;304.06;2,196.00
Feb 2, 2026 10:00 PM;Feb 2, 2026 11:00 PM;4,149.59;866.59;7,956.79;26,160.31;0.00;96.61;-;6,478.25;6,435.19;12,312.46;195.08;2,216.09
Feb 2, 2026 11:00 PM;Feb 3, 2026 12:00 AM;4,076.64;860.07;8,238.20;26,943.12;0.00;96.61;-;5,964.40;6,143.39;11,024.30;63.69;2,113.02
Feb 3, 2026 12:00 AM;Feb 3, 2026 1:00 AM;4,015.64;881.45;8,078.03;27,483.85;0.00;100.48;-;5,502.11;5,363.40;10,270.65;4.53;2,136.09
Feb 3, 2026 1:00 AM;Feb 3, 2026 2:00 AM;3,992.16;888.56;8,056.24;27,789.54;0.00;96.61;-;5,356.72;4,808.85;10,017.98;6.28;2,127.50
Feb 3, 2026 2:00 AM;Feb 3, 2026 3:00 AM;3,978.70;891.66;7,921.39;28,270.64;0.00;98.36;-;5,333.66;4,718.71;9,724.25;2.25;2,132.53
Feb 3, 2026 3:00 AM;Feb 3, 2026 4:00 AM;3,971.53;899.32;8,189.23;29,163.80;0.00;98.95;-;5,371.50;4,698.85;9,550.65;0.27;2,121.48
Feb 3, 2026 4:00 AM;Feb 3, 2026 5:00 AM;3,986.66;915.67;8,148.71;30,432.78;0.00;98.95;-;5,386.89;4,772.93;9,768.99;0.75;2,115.33
Feb 3, 2026 5:00 AM;Feb 3, 2026 6:00 AM;4,022.76;916.33;8,135.21;31,652.51;0.00;98.95;-;5,344.72;4,958.81;10,441.71;1.96;2,097.71
Feb 3, 2026 6:00 AM;Feb 3, 2026 7:00 AM;4,136.11;893.93;8,090.90;33,584.31;0.00;98.95;-;5,987.58;5,378.86;11,324.24;58.19;2,102.49
Feb 3, 2026 7:00 AM;Feb 3, 2026 8:00 AM;4,280.10;847.21;7,613.40;34,904.95;17.21;98.95;-;6,818.90;6,576.04;11,533.17;161.05;2,115.72
Feb 3, 2026 8:00 AM;Feb 3, 2026 9:00 AM;4,379.20;872.28;7,476.37;34,367.86;1,316.52;98.95;-;7,232.99;6,943.42;11,565.60;400.15;2,068.96
Feb 3, 2026 9:00 AM;Feb 3, 2026 10:00 AM;4,365.83;960.16;7,515.03;33,273.14;4,843.75;98.95;-;7,307.93;6,915.77;11,506.36;1,119.48;2,087.32
Feb 3, 2026 10:00 AM;Feb 3, 2026 11:00 AM;4,282.99;901.59;7,841.90;32,693.31;7,844.33;98.95;-;6,791.08;6,545.56;11,713.59;359.74;2,033.25
Feb 3, 2026 11:00 AM;Feb 3, 2026 12:00 PM;4,233.32;1,026.96;7,713.82;31,995.46;9,419.42;98.95;-;6,768.87;6,473.29;11,501.80;748.30;1,994.87
Feb 3, 2026 12:00 PM;Feb 3, 2026 1:00 PM;4,148.41;978.52;7,412.94;31,188.74;10,654.70;98.95;-;6,961.14;6,514.33;11,546.20;164.18;2,029.99
Feb 3, 2026 1:00 PM;Feb 3, 2026 2:00 PM;4,114.95;928.71;7,231.65;30,306.36;10,109.95;98.95;-;7,461.65;6,158.19;11,373.24;183.15;1,993.81
Feb 3, 2026 2:00 PM;Feb 3, 2026 3:00 PM;4,123.42;1,046.85;7,843.21;30,149.83;7,777.86;98.95;-;6,924.41;6,462.04;11,985.28;520.84;1,989.20
Feb 3, 2026 3:00 PM;Feb 3, 2026 4:00 PM;4,172.03;1,012.74;7,502.06;30,376.11;4,170.94;98.95;-;7,824.95;7,003.33;12,979.54;611.31;2,014.89
Feb 3, 2026 4:00 PM;Feb 3, 2026 5:00 PM;4,323.90;1,078.10;7,497.45;30,826.26;1,115.79;98.95;-;8,482.38;7,336.73;13,500.20;532.56;2,020.51
Feb 3, 2026 5:00 PM;Feb 3, 2026 6:00 PM;4,447.42;1,036.28;7,249.24;31,709.96;30.07;98.95;-;8,673.92;7,590.61;14,099.38;1,651.14;2,015.58
Feb 3, 2026 6:00 PM;Feb 3, 2026 7:00 PM;4,474.02;963.18;6,835.41;31,242.56;0.00;98.95;-;8,678.44;7,599.59;14,220.03;2,393.39;2,005.99
Feb 3, 2026 7:00 PM;Feb 3, 2026 8:00 PM;4,432.47;939.63;6,711.64;30,535.59;0.00;98.95;-;8,804.58;7,169.04;14,263.89;1,082.65;2,017.19
Feb 3, 2026 8:00 PM;Feb 3, 2026 9:00 PM;4,316.01;912.57;6,880.24;29,177.65;0.00;98.95;-;8,759.10;6,709.33;13,841.69;502.54;1,941.12
Feb 3, 2026 9:00 PM;Feb 3, 2026 10:00 PM;4,197.11;890.38;7,140.92;27,054.68;0.00;98.95;-;8,707.73;6,663.88;12,978.21;659.00;1,945.09
Feb 3, 2026 10:00 PM;Feb 3, 2026 11:00 PM;4,123.93;868.66;7,181.65;23,324.52;0.00;98.95;-;8,504.91;6,580.79;13,024.32;487.83;1,933.94
Feb 3, 2026 11:00 PM;Feb 4, 2026 12:00 AM;4,057.12;841.94;7,866.80;21,982.02;0.00;98.95;-;8,358.42;6,322.59;12,277.45;63.07;1,936.06
Feb 4, 2026 12:00 AM;Feb 4, 2026 1:00 AM;4,017.25;846.09;7,352.02;20,898.11;0.00;96.99;-;8,334.52;6,182.75;11,830.34;15.41;2,011.69
Feb 4, 2026 1:00 AM;Feb 4, 2026 2:00 AM;4,074.41;867.10;7,144.14;19,522.26;0.00;100.00;-;8,481.05;6,079.91;12,161.18;0.53;2,022.11
Feb 4, 2026 2:00 AM;Feb 4, 2026 3:00 AM;4,114.89;883.44;7,448.30;18,420.21;0.00;101.00;-;8,750.31;5,951.66;11,680.87;1.84;2,037.13
Feb 4, 2026 3:00 AM;Feb 4, 2026 4:00 AM;4,107.28;900.53;7,425.45;17,484.26;0.00;101.00;-;9,098.74;5,910.66;11,695.15;0.75;1,916.82
Feb 4, 2026 4:00 AM;Feb 4, 2026 5:00 AM;4,111.38;906.00;7,381.40;16,770.18;0.00;101.00;-;9,341.62;5,923.04;12,312.97;19.44;1,889.30
Feb 4, 2026 5:00 AM;Feb 4, 2026 6:00 AM;4,149.19;907.14;7,514.41;15,992.83;0.00;101.00;-;10,198.54;6,141.25;13,218.24;27.94;1,889.34
Feb 4, 2026 6:00 AM;Feb 4, 2026 7:00 AM;4,247.13;918.50;6,599.87;16,472.33;0.00;101.00;-;11,331.89;7,137.67;14,452.58;291.63;1,973.40
Feb 4, 2026 7:00 AM;Feb 4, 2026 8:00 AM;4,400.09;929.47;6,900.95;16,412.63;11.32;98.80;-;11,584.72;7,605.12;15,305.38;3,287.02;1,986.71
Feb 4, 2026 8:00 AM;Feb 4, 2026 9:00 AM;4,485.55;1,154.14;6,794.23;16,066.71;1,300.50;96.61;-;11,630.22;7,969.39;15,503.93;4,423.50;2,101.95
Feb 4, 2026 9:00 AM;Feb 4, 2026 10:00 AM;4,486.02;991.51;6,743.80;16,006.19;4,975.61;96.61;-;11,706.55;7,948.71;15,064.92;1,860.85;2,310.01
Feb 4, 2026 10:00 AM;Feb 4, 2026 11:00 AM;4,416.65;1,057.19;6,576.46;15,437.10;8,823.88;96.61;-;11,558.33;7,155.27;14,845.76;977.71;2,306.16
