Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 13, 2026 7:00 PM;Jan 13, 2026 8:00 PM;4,483.57;1,352.97;4,884.71;21,968.01;0.00;98.37;-;9,872.64;5,934.57;14,531.51;479.32;1,764.25
Jan 13, 2026 8:00 PM;Jan 13, 2026 9:00 PM;4,376.40;1,253.69;5,535.20;24,309.93;0.00;98.37;-;9,018.46;5,059.77;13,503.70;274.42;1,765.43
Jan 13, 2026 9:00 PM;Jan 13, 2026 10:00 PM;4,281.00;1,222.36;5,487.87;26,378.71;0.00;98.37;-;8,315.08;4,723.10;12,077.96;97.00;1,750.28
Jan 13, 2026 10:00 PM;Jan 13, 2026 11:00 PM;4,226.25;1,200.37;5,250.88;27,337.55;0.00;98.37;-;8,024.55;4,961.53;11,697.27;113.95;1,762.34
Jan 13, 2026 11:00 PM;Jan 14, 2026 12:00 AM;4,171.79;1,186.43;5,766.62;28,761.48;0.00;98.37;-;7,478.10;4,691.07;10,590.35;52.06;1,771.90
Jan 14, 2026 12:00 AM;Jan 14, 2026 1:00 AM;4,124.82;1,163.33;5,399.87;28,535.37;0.00;98.37;-;7,363.23;4,741.69;9,692.71;122.34;1,746.25
Jan 14, 2026 1:00 AM;Jan 14, 2026 2:00 AM;4,103.85;1,149.85;4,239.03;27,995.50;0.00;98.37;-;7,224.09;4,611.41;9,511.62;107.02;1,763.55
Jan 14, 2026 2:00 AM;Jan 14, 2026 3:00 AM;4,109.88;1,139.88;3,941.64;27,144.28;0.00;98.37;-;7,068.39;4,720.46;9,483.48;10.01;1,785.73
Jan 14, 2026 3:00 AM;Jan 14, 2026 4:00 AM;4,103.47;1,143.93;4,021.98;26,373.79;0.00;98.37;-;6,890.34;3,998.61;9,540.25;0.23;1,695.44
Jan 14, 2026 4:00 AM;Jan 14, 2026 5:00 AM;4,122.50;1,150.52;4,249.73;25,807.97;0.00;98.37;-;7,784.15;3,808.03;9,836.74;15.27;1,648.17
Jan 14, 2026 5:00 AM;Jan 14, 2026 6:00 AM;4,137.66;1,152.99;4,506.64;25,563.79;0.00;98.37;-;7,714.65;4,157.57;10,147.60;53.39;1,636.26
Jan 14, 2026 6:00 AM;Jan 14, 2026 7:00 AM;4,235.79;1,135.09;5,086.06;25,764.52;0.00;98.37;-;7,992.33;5,342.04;11,291.37;176.27;1,614.33
Jan 14, 2026 7:00 AM;Jan 14, 2026 8:00 AM;4,338.19;1,151.02;5,261.61;25,281.07;0.77;98.37;-;8,875.27;7,196.26;13,027.55;311.29;1,631.85
Jan 14, 2026 8:00 AM;Jan 14, 2026 9:00 AM;4,430.32;1,156.57;4,785.78;24,614.48;431.07;98.37;-;9,960.82;8,047.11;13,619.98;712.31;1,667.64
Jan 14, 2026 9:00 AM;Jan 14, 2026 10:00 AM;4,460.11;1,188.00;4,546.40;23,847.84;2,104.55;85.41;-;10,278.80;7,830.92;13,801.32;1,348.35;1,694.58
Jan 14, 2026 10:00 AM;Jan 14, 2026 11:00 AM;4,415.42;1,124.62;4,290.81;22,435.03;4,850.07;98.37;-;10,500.13;6,640.50;13,371.83;1,301.88;1,702.39
Jan 14, 2026 11:00 AM;Jan 14, 2026 12:00 PM;4,360.80;1,181.43;3,837.90;20,349.61;7,775.21;97.89;-;10,719.94;6,215.40;13,265.47;486.41;1,704.76
Jan 14, 2026 12:00 PM;Jan 14, 2026 1:00 PM;4,283.47;1,230.38;3,631.18;18,340.04;9,429.89;98.37;-;10,664.54;6,015.80;13,088.65;453.64;1,700.40
Jan 14, 2026 1:00 PM;Jan 14, 2026 2:00 PM;4,234.65;1,226.90;3,638.28;16,221.82;9,360.07;98.37;-;10,841.96;6,430.47;13,142.76;365.88;1,691.90
Jan 14, 2026 2:00 PM;Jan 14, 2026 3:00 PM;4,219.94;1,239.90;3,390.51;13,389.26;6,740.42;98.37;-;11,375.05;6,794.98;13,603.23;293.63;1,708.99
Jan 14, 2026 3:00 PM;Jan 14, 2026 4:00 PM;4,242.06;1,407.68;2,874.69;11,120.85;2,854.01;98.37;-;11,819.68;7,242.93;14,615.35;2,279.52;1,693.05
Jan 14, 2026 4:00 PM;Jan 14, 2026 5:00 PM;4,384.62;1,398.83;2,675.13;9,866.15;286.86;98.37;-;11,831.13;7,298.63;15,048.58;4,512.48;1,707.35
Jan 14, 2026 5:00 PM;Jan 14, 2026 6:00 PM;4,496.67;1,423.46;2,604.49;8,697.06;0.24;98.37;-;11,854.94;6,755.44;14,919.78;5,507.96;1,837.76
Jan 14, 2026 6:00 PM;Jan 14, 2026 7:00 PM;4,514.59;1,512.45;2,448.62;8,151.00;0.00;98.37;-;11,870.39;6,581.99;15,233.84;5,691.27;1,945.57
Jan 14, 2026 7:00 PM;Jan 14, 2026 8:00 PM;4,477.19;1,395.46;2,616.28;7,886.79;0.00;98.37;-;11,841.28;6,559.91;15,105.27;5,238.63;1,946.73
Jan 14, 2026 8:00 PM;Jan 14, 2026 9:00 PM;4,399.99;1,137.01;2,989.56;7,746.08;0.00;97.62;-;11,782.04;6,470.96;14,377.73;3,742.72;1,874.15
Jan 14, 2026 9:00 PM;Jan 14, 2026 10:00 PM;4,314.53;1,128.40;3,153.53;7,585.23;0.00;97.37;-;11,174.38;6,015.88;14,039.41;1,849.81;1,714.39
Jan 14, 2026 10:00 PM;Jan 14, 2026 11:00 PM;4,245.53;1,139.24;2,821.39;7,718.91;0.00;97.37;-;11,029.12;5,926.04;13,622.61;1,393.20;1,703.76
Jan 14, 2026 11:00 PM;Jan 15, 2026 12:00 AM;4,203.32;1,129.73;2,806.00;8,768.43;0.00;97.37;-;9,909.51;5,683.00;12,892.85;187.58;1,703.31
Jan 15, 2026 12:00 AM;Jan 15, 2026 1:00 AM;4,144.97;1,098.54;3,618.53;10,679.34;0.00;97.37;-;8,883.48;4,709.95;11,417.98;61.14;1,698.75
Jan 15, 2026 1:00 AM;Jan 15, 2026 2:00 AM;4,128.63;1,117.75;3,607.37;13,182.79;0.00;97.37;-;8,508.18;4,183.17;10,297.19;98.34;1,681.88
Jan 15, 2026 2:00 AM;Jan 15, 2026 3:00 AM;4,118.38;1,083.70;3,930.73;15,493.91;0.00;97.37;-;8,219.54;3,852.69;9,842.60;29.14;1,687.45
Jan 15, 2026 3:00 AM;Jan 15, 2026 4:00 AM;4,117.49;1,064.12;4,230.32;16,978.28;0.00;97.37;-;7,891.53;3,628.49;9,824.85;5.99;1,652.88
Jan 15, 2026 4:00 AM;Jan 15, 2026 5:00 AM;4,133.68;1,045.94;4,909.23;17,490.04;0.00;97.37;-;7,919.11;3,776.49;9,902.14;20.44;1,635.00
Jan 15, 2026 5:00 AM;Jan 15, 2026 6:00 AM;4,165.98;1,040.87;5,375.52;18,538.15;0.00;97.37;-;8,220.95;3,841.01;10,440.97;63.70;1,614.71
Jan 15, 2026 6:00 AM;Jan 15, 2026 7:00 AM;4,245.77;1,032.18;5,919.26;19,777.12;0.00;97.37;-;9,057.45;4,633.56;11,358.33;357.16;1,632.66
Jan 15, 2026 7:00 AM;Jan 15, 2026 8:00 AM;4,373.31;1,020.81;5,954.45;20,662.49;0.61;97.37;-;9,574.52;5,531.96;12,242.88;812.78;1,663.60
Jan 15, 2026 8:00 AM;Jan 15, 2026 9:00 AM;4,470.03;1,034.43;6,129.45;21,581.78;266.62;97.37;-;9,770.27;5,775.23;12,599.27;1,620.00;1,689.36
Jan 15, 2026 9:00 AM;Jan 15, 2026 10:00 AM;4,466.66;1,043.35;6,357.28;22,061.15;2,541.04;97.37;-;9,778.17;5,726.39;12,191.55;734.11;1,676.03
Jan 15, 2026 10:00 AM;Jan 15, 2026 11:00 AM;4,424.04;1,063.53;6,669.69;21,743.80;6,608.87;97.37;-;9,565.80;5,439.69;12,228.74;248.08;1,691.06
Jan 15, 2026 11:00 AM;Jan 15, 2026 12:00 PM;4,357.18;1,075.99;6,571.36;20,323.80;11,275.92;97.37;-;8,724.11;4,563.44;11,949.69;234.31;1,699.49
Jan 15, 2026 12:00 PM;Jan 15, 2026 1:00 PM;4,286.81;1,084.79;6,619.09;17,658.68;14,406.78;97.37;-;8,583.76;4,223.32;11,503.83;119.28;1,690.70
Jan 15, 2026 1:00 PM;Jan 15, 2026 2:00 PM;4,243.00;1,101.40;6,158.06;15,641.02;14,161.69;97.37;-;8,603.84;4,202.57;10,867.55;100.78;1,688.23
Jan 15, 2026 2:00 PM;Jan 15, 2026 3:00 PM;4,243.78;1,116.73;4,982.37;14,427.68;10,781.77;97.37;-;9,012.49;4,579.10;11,492.81;446.41;1,669.95
Jan 15, 2026 3:00 PM;Jan 15, 2026 4:00 PM;4,282.65;1,172.12;4,151.63;13,155.05;5,321.82;98.02;-;9,759.22;5,607.70;11,983.58;2,300.67;1,670.09
Jan 15, 2026 4:00 PM;Jan 15, 2026 5:00 PM;4,430.74;1,285.90;3,701.05;14,052.97;681.52;98.02;-;9,913.75;5,949.04;12,235.44;4,034.67;1,699.12
Jan 15, 2026 5:00 PM;Jan 15, 2026 6:00 PM;4,518.26;1,414.18;3,704.67;16,343.25;0.28;98.02;-;9,925.86;5,964.38;12,285.42;4,589.71;1,699.34
Jan 15, 2026 6:00 PM;Jan 15, 2026 7:00 PM;4,540.00;1,386.91;3,694.48;19,279.77;0.00;98.02;-;9,924.85;6,148.45;12,063.55;2,890.08;1,588.31
Jan 15, 2026 7:00 PM;Jan 15, 2026 8:00 PM;4,481.14;1,331.97;3,734.05;22,431.63;0.00;98.02;-;9,884.03;6,108.49;11,190.58;1,801.94;1,440.64
Jan 15, 2026 8:00 PM;Jan 15, 2026 9:00 PM;4,379.90;1,104.16;4,586.44;25,276.81;0.00;98.02;-;9,390.24;5,560.37;10,659.46;268.87;1,418.71
Jan 15, 2026 9:00 PM;Jan 15, 2026 10:00 PM;4,279.04;1,068.11;5,182.89;27,151.06;0.00;97.53;-;8,572.94;4,839.86;9,391.57;131.07;1,392.45
Jan 15, 2026 10:00 PM;Jan 15, 2026 11:00 PM;4,215.94;1,063.41;6,171.51;27,868.32;0.00;97.37;-;8,081.73;4,740.32;8,410.78;127.11;1,378.68
Jan 15, 2026 11:00 PM;Jan 16, 2026 12:00 AM;4,154.83;1,066.97;6,463.71;29,357.80;0.00;97.37;-;7,048.58;4,652.01;7,611.54;87.73;1,355.68
Jan 16, 2026 12:00 AM;Jan 16, 2026 1:00 AM;4,101.96;1,076.53;6,481.34;30,350.27;0.00;98.37;-;5,723.97;4,433.77;7,185.51;12.93;1,347.44
Jan 16, 2026 1:00 AM;Jan 16, 2026 2:00 AM;4,075.56;1,060.14;6,499.55;30,865.00;0.00;98.37;-;5,228.73;4,316.20;7,146.61;0.35;1,366.76
Jan 16, 2026 2:00 AM;Jan 16, 2026 3:00 AM;4,068.64;1,061.17;6,656.60;31,444.13;0.00;98.37;-;5,118.06;4,326.60;6,973.83;0.00;1,356.58
Jan 16, 2026 3:00 AM;Jan 16, 2026 4:00 AM;4,054.76;1,054.70;5,972.98;31,554.71;0.00;98.37;-;5,105.66;4,495.96;7,021.26;1.18;1,361.53
Jan 16, 2026 4:00 AM;Jan 16, 2026 5:00 AM;4,068.87;1,056.45;6,395.37;31,817.80;0.00;98.37;-;5,302.52;5,014.54;7,348.43;0.06;1,389.91
Jan 16, 2026 5:00 AM;Jan 16, 2026 6:00 AM;4,117.69;1,056.86;5,399.11;31,345.56;0.00;98.37;-;6,333.02;5,685.15;8,371.99;46.66;1,422.96
Jan 16, 2026 6:00 AM;Jan 16, 2026 7:00 AM;4,200.97;1,057.85;5,319.57;32,359.93;0.00;98.37;-;8,133.82;6,259.81;9,906.61;33.84;1,612.49
Jan 16, 2026 7:00 AM;Jan 16, 2026 8:00 AM;4,326.85;1,127.63;5,161.48;30,096.85;1.01;98.37;-;9,021.53;6,577.72;12,592.64;334.56;1,672.99
Jan 16, 2026 8:00 AM;Jan 16, 2026 9:00 AM;4,369.04;1,094.48;5,716.91;27,274.19;1,168.45;98.37;-;9,639.27;7,021.32;13,499.41;675.31;1,659.91
Jan 16, 2026 9:00 AM;Jan 16, 2026 10:00 AM;4,388.38;1,125.40;5,917.64;24,260.93;7,145.32;98.37;-;9,753.80;7,019.24;13,403.57;859.10;1,668.67
Jan 16, 2026 10:00 AM;Jan 16, 2026 11:00 AM;4,347.44;1,129.31;5,798.83;19,969.17;14,324.94;98.37;-;9,285.67;6,539.89;12,632.49;220.14;1,609.34
Jan 16, 2026 11:00 AM;Jan 16, 2026 12:00 PM;4,305.63;1,141.79;5,201.64;15,814.48;19,502.03;98.37;-;8,921.97;6,327.52;12,541.13;192.65;1,311.26
Jan 16, 2026 12:00 PM;Jan 16, 2026 1:00 PM;4,253.94;1,154.90;4,604.29;12,430.52;20,904.23;98.37;-;8,882.90;5,975.19;12,775.03;128.55;1,413.44
Jan 16, 2026 1:00 PM;Jan 16, 2026 2:00 PM;4,241.73;1,146.09;4,371.05;9,428.58;18,485.63;98.37;-;9,557.65;6,306.21;12,764.00;106.80;1,422.82
Jan 16, 2026 2:00 PM;Jan 16, 2026 3:00 PM;4,340.69;1,175.42;3,505.07;6,911.68;12,950.84;98.37;-;10,401.71;6,929.75;13,743.69;164.24;1,394.90
Jan 16, 2026 3:00 PM;Jan 16, 2026 4:00 PM;4,471.28;1,226.95;2,887.57;6,027.69;5,731.29;98.37;-;11,049.97;7,779.32;14,535.55;1,968.13;1,397.77
Jan 16, 2026 4:00 PM;Jan 16, 2026 5:00 PM;4,627.07;1,161.05;2,525.63;6,822.11;689.05;98.37;-;11,341.38;7,886.53;15,451.79;4,024.37;1,413.77
Jan 16, 2026 5:00 PM;Jan 16, 2026 6:00 PM;4,702.73;1,118.22;2,225.98;8,530.02;0.40;98.37;-;11,537.13;7,940.31;15,700.78;4,669.10;1,451.71
Jan 16, 2026 6:00 PM;Jan 16, 2026 7:00 PM;4,702.47;1,107.55;1,960.37;9,723.92;0.00;99.71;-;11,522.51;7,956.71;15,515.40;5,181.76;1,495.62
Jan 16, 2026 7:00 PM;Jan 16, 2026 8:00 PM;4,660.55;1,089.68;1,600.52;10,536.00;0.00;100.16;-;11,192.96;7,665.31;15,435.67;4,374.53;1,517.37
Jan 16, 2026 8:00 PM;Jan 16, 2026 9:00 PM;4,550.36;1,059.79;1,383.48;10,553.57;0.00;100.16;-;11,084.76;7,634.27;15,221.83;2,175.50;1,501.20
Jan 16, 2026 9:00 PM;Jan 16, 2026 10:00 PM;4,435.46;1,063.63;1,690.73;10,416.59;0.00;100.16;-;10,992.92;7,310.48;15,002.21;340.11;1,450.30
Jan 16, 2026 10:00 PM;Jan 16, 2026 11:00 PM;4,351.11;1,024.41;1,601.11;10,343.60;0.00;100.16;-;10,907.02;6,897.59;14,798.63;267.00;1,387.16
Jan 16, 2026 11:00 PM;Jan 17, 2026 12:00 AM;4,275.62;1,008.61;1,318.09;10,488.06;0.00;100.16;-;10,227.30;6,403.13;14,175.39;125.00;1,389.31
Jan 17, 2026 12:00 AM;Jan 17, 2026 1:00 AM;4,221.36;996.74;1,298.01;10,411.70;0.00;98.37;-;9,386.56;6,000.99;13,828.49;135.32;1,469.65
Jan 17, 2026 1:00 AM;Jan 17, 2026 2:00 AM;4,197.59;990.91;1,225.88;10,604.71;0.00;98.86;-;9,375.15;5,990.75;13,825.88;44.75;1,463.97
Jan 17, 2026 2:00 AM;Jan 17, 2026 3:00 AM;4,193.64;987.42;1,207.26;10,726.43;0.00;98.86;-;9,434.79;5,994.77;13,647.41;80.20;1,460.54
Jan 17, 2026 3:00 AM;Jan 17, 2026 4:00 AM;4,194.00;977.29;1,204.99;10,593.06;0.00;98.86;-;9,265.97;5,951.17;13,568.32;83.62;1,495.97
Jan 17, 2026 4:00 AM;Jan 17, 2026 5:00 AM;4,216.82;979.03;1,298.74;10,776.74;0.00;98.86;-;9,235.27;6,134.08;13,335.61;36.24;1,492.08
Jan 17, 2026 5:00 AM;Jan 17, 2026 6:00 AM;4,255.10;975.80;1,330.68;11,195.38;0.00;98.86;-;9,420.67;6,294.75;13,190.59;41.43;1,587.66
Jan 17, 2026 6:00 AM;Jan 17, 2026 7:00 AM;4,379.89;981.14;1,568.38;11,556.98;0.00;98.86;-;9,444.61;6,266.19;13,781.72;101.75;1,666.10
Jan 17, 2026 7:00 AM;Jan 17, 2026 8:00 AM;4,542.99;990.81;1,825.86;11,874.18;1.41;98.86;-;9,519.73;6,235.19;14,069.45;181.60;1,710.11
Jan 17, 2026 8:00 AM;Jan 17, 2026 9:00 AM;4,654.03;999.74;2,289.53;11,995.65;615.30;98.74;-;9,565.74;6,289.51;14,514.33;202.06;1,749.97
Jan 17, 2026 9:00 AM;Jan 17, 2026 10:00 AM;4,628.04;1,008.51;2,464.42;11,731.92;3,874.32;98.37;-;9,610.79;6,386.75;14,464.41;198.84;1,782.51
Jan 17, 2026 10:00 AM;Jan 17, 2026 11:00 AM;4,571.76;1,001.34;2,648.48;10,700.45;8,355.93;98.37;-;9,621.45;6,173.85;14,679.78;203.45;1,776.79
Jan 17, 2026 11:00 AM;Jan 17, 2026 12:00 PM;4,508.76;990.03;2,716.20;8,658.52;11,739.37;98.37;-;9,592.17;6,045.27;14,130.58;79.74;1,770.93
Jan 17, 2026 12:00 PM;Jan 17, 2026 1:00 PM;4,429.26;986.83;2,630.52;7,087.36;12,830.22;98.37;-;9,539.91;6,007.34;14,442.64;111.27;1,797.14
Jan 17, 2026 1:00 PM;Jan 17, 2026 2:00 PM;4,397.12;975.79;2,399.59;6,487.80;11,580.15;98.37;-;9,603.36;6,022.97;14,209.29;84.99;1,835.05
Jan 17, 2026 2:00 PM;Jan 17, 2026 3:00 PM;4,407.54;971.18;2,505.34;6,727.50;8,077.40;98.37;-;9,607.79;6,070.02;14,407.07;8.93;1,792.03
Jan 17, 2026 3:00 PM;Jan 17, 2026 4:00 PM;4,466.76;1,008.92;2,256.70;7,531.56;3,605.38;98.37;-;9,676.46;6,225.32;15,037.49;337.29;1,777.93
Jan 17, 2026 4:00 PM;Jan 17, 2026 5:00 PM;4,629.03;977.79;2,213.60;9,388.87;544.26;98.37;-;9,404.89;6,402.89;15,319.98;1,925.89;1,775.32
Jan 17, 2026 5:00 PM;Jan 17, 2026 6:00 PM;4,701.95;1,032.46;2,465.63;11,196.14;0.82;98.37;-;9,284.29;6,455.85;15,269.38;2,772.96;1,779.07
Jan 17, 2026 6:00 PM;Jan 17, 2026 7:00 PM;4,707.95;991.69;2,990.19;11,873.43;0.00;98.37;-;9,569.13;6,476.44;15,383.17;2,496.15;1,820.69
Jan 17, 2026 7:00 PM;Jan 17, 2026 8:00 PM;4,639.69;968.05;3,501.75;12,069.35;0.00;98.55;-;9,703.05;6,390.73;15,435.15;1,546.69;1,846.96
Jan 17, 2026 8:00 PM;Jan 17, 2026 9:00 PM;4,510.68;939.59;3,609.90;11,914.60;0.00;99.10;-;9,702.20;6,101.61;15,295.37;697.59;1,823.07
Jan 17, 2026 9:00 PM;Jan 17, 2026 10:00 PM;4,410.02;926.49;3,365.51;12,372.64;0.00;99.10;-;9,657.28;6,086.89;14,656.06;199.51;1,789.14
Jan 17, 2026 10:00 PM;Jan 17, 2026 11:00 PM;4,343.06;912.90;3,125.49;12,383.50;0.00;99.10;-;9,679.01;6,069.08;14,591.38;122.20;1,767.06
Jan 17, 2026 11:00 PM;Jan 18, 2026 12:00 AM;4,288.02;904.14;2,747.48;12,111.57;0.00;99.10;-;9,501.73;5,901.19;12,976.98;127.51;1,763.17
Jan 18, 2026 12:00 AM;Jan 18, 2026 1:00 AM;4,232.82;872.95;2,517.22;11,953.16;0.00;98.37;-;9,542.70;5,790.11;11,133.60;32.73;1,719.41
Jan 18, 2026 1:00 AM;Jan 18, 2026 2:00 AM;4,215.68;868.55;2,966.51;11,916.78;0.00;98.37;-;9,365.78;5,743.52;10,093.62;6.20;1,788.57
Jan 18, 2026 2:00 AM;Jan 18, 2026 3:00 AM;4,203.02;866.22;3,556.84;11,717.81;0.00;98.37;-;9,059.57;5,744.19;10,167.52;2.39;1,755.08
Jan 18, 2026 3:00 AM;Jan 18, 2026 4:00 AM;4,201.03;863.32;3,539.16;12,063.42;0.00;98.37;-;8,766.37;5,745.20;10,110.10;0.46;1,792.02
Jan 18, 2026 4:00 AM;Jan 18, 2026 5:00 AM;4,225.75;875.00;3,474.54;12,303.58;0.00;98.37;-;8,727.63;5,753.94;10,140.92;0.44;1,800.40
Jan 18, 2026 5:00 AM;Jan 18, 2026 6:00 AM;4,267.48;881.84;3,502.60;12,359.63;0.00;98.37;-;8,750.57;5,827.46;10,215.43;0.58;1,740.74
Jan 18, 2026 6:00 AM;Jan 18, 2026 7:00 AM;4,381.38;883.34;2,659.59;12,489.97;0.00;98.37;-;8,966.68;5,988.77;10,462.23;16.13;1,764.15
Jan 18, 2026 7:00 AM;Jan 18, 2026 8:00 AM;4,534.00;891.20;2,361.76;12,949.92;1.62;98.37;-;9,299.21;6,029.31;10,534.89;18.15;1,738.30
Jan 18, 2026 8:00 AM;Jan 18, 2026 9:00 AM;4,636.47;886.63;2,235.66;13,639.24;683.07;98.37;-;9,250.64;6,038.35;10,695.46;44.42;1,760.63
Jan 18, 2026 9:00 AM;Jan 18, 2026 10:00 AM;4,613.12;878.60;2,131.52;13,609.90;4,350.45;98.37;-;9,281.81;6,087.84;10,721.05;191.30;1,777.65
Jan 18, 2026 10:00 AM;Jan 18, 2026 11:00 AM;4,543.19;890.01;2,456.74;12,911.71;9,663.05;98.37;-;9,295.21;6,137.97;10,456.39;56.96;1,784.17
Jan 18, 2026 11:00 AM;Jan 18, 2026 12:00 PM;4,481.44;898.12;1,944.00;12,249.20;14,558.64;98.37;-;8,916.45;6,183.66;10,233.17;17.15;1,781.99
Jan 18, 2026 12:00 PM;Jan 18, 2026 1:00 PM;4,412.26;916.81;2,040.96;11,230.66;16,994.66;98.37;-;8,197.58;6,164.90;9,929.95;83.49;1,771.73
Jan 18, 2026 1:00 PM;Jan 18, 2026 2:00 PM;4,378.21;930.76;1,892.51;10,480.84;16,326.04;98.37;-;8,051.77;6,315.96;10,043.45;13.48;1,766.95
Jan 18, 2026 2:00 PM;Jan 18, 2026 3:00 PM;4,400.93;932.08;1,839.51;10,729.89;12,260.79;98.37;-;8,592.18;6,314.61;10,031.96;3.33;1,734.54
Jan 18, 2026 3:00 PM;Jan 18, 2026 4:00 PM;4,462.58;920.45;2,188.37;11,838.57;5,765.35;98.37;-;9,708.69;6,372.34;10,847.76;107.67;1,735.45
Jan 18, 2026 4:00 PM;Jan 18, 2026 5:00 PM;4,619.95;919.01;2,617.38;14,373.54;691.20;98.37;-;10,176.75;6,439.61;13,124.17;326.65;1,742.35
Jan 18, 2026 5:00 PM;Jan 18, 2026 6:00 PM;4,683.95;919.63;2,782.59;17,427.50;1.25;98.37;-;10,261.52;6,929.24;14,225.77;843.86;1,732.32
Jan 18, 2026 6:00 PM;Jan 18, 2026 7:00 PM;4,677.65;947.99;2,824.51;19,146.82;0.01;98.37;-;10,147.02;7,222.69;14,390.40;1,385.16;1,733.76
Jan 18, 2026 7:00 PM;Jan 18, 2026 8:00 PM;4,619.00;975.00;2,856.11;19,160.11;0.00;98.37;-;9,743.80;7,562.51;14,308.48;1,615.76;1,745.20
Jan 18, 2026 8:00 PM;Jan 18, 2026 9:00 PM;4,510.66;947.45;2,584.11;19,023.24;0.00;98.37;-;9,672.24;7,575.55;14,182.08;614.29;1,725.88
Jan 18, 2026 9:00 PM;Jan 18, 2026 10:00 PM;4,415.21;907.11;2,605.95;18,996.03;0.00;98.37;-;9,591.62;7,495.63;13,766.22;72.24;1,721.59
Jan 18, 2026 10:00 PM;Jan 18, 2026 11:00 PM;4,341.09;892.01;2,596.59;18,330.63;0.00;98.37;-;9,419.97;7,458.54;13,207.41;30.91;1,725.29
Jan 18, 2026 11:00 PM;Jan 19, 2026 12:00 AM;4,283.48;881.46;2,618.95;18,004.09;0.00;98.37;-;8,929.85;7,351.42;12,675.72;34.05;1,721.65
Jan 19, 2026 12:00 AM;Jan 19, 2026 1:00 AM;4,236.75;870.17;2,611.90;18,064.27;0.00;98.37;-;8,651.15;6,626.51;11,832.20;1.11;1,833.46
Jan 19, 2026 1:00 AM;Jan 19, 2026 2:00 AM;4,214.18;850.71;2,424.76;18,435.09;0.00;98.37;-;8,766.38;5,752.94;11,605.89;18.21;1,844.09
Jan 19, 2026 2:00 AM;Jan 19, 2026 3:00 AM;4,194.71;843.21;2,333.19;18,585.76;0.00;99.89;-;8,619.83;5,410.40;11,462.35;1.64;1,792.99
Jan 19, 2026 3:00 AM;Jan 19, 2026 4:00 AM;4,191.25;855.47;2,005.55;18,171.70;0.00;99.89;-;8,400.32;5,390.84;11,488.44;1.46;1,792.03
Jan 19, 2026 4:00 AM;Jan 19, 2026 5:00 AM;4,205.79;893.85;1,743.02;17,583.21;0.00;99.89;-;8,616.70;5,603.16;12,276.16;103.81;1,795.63
Jan 19, 2026 5:00 AM;Jan 19, 2026 6:00 AM;4,238.08;893.54;1,864.31;17,054.29;0.00;99.89;-;9,357.65;6,184.04;13,062.84;105.76;1,767.79
Jan 19, 2026 6:00 AM;Jan 19, 2026 7:00 AM;4,312.94;923.16;2,005.10;16,995.44;0.00;99.89;-;10,197.95;6,774.08;14,385.01;411.75;1,751.13
Jan 19, 2026 7:00 AM;Jan 19, 2026 8:00 AM;4,467.71;965.02;2,250.27;16,786.36;3.71;99.89;-;10,897.59;7,309.43;15,225.94;1,071.43;1,828.22
Jan 19, 2026 8:00 AM;Jan 19, 2026 9:00 AM;4,562.89;1,027.59;2,413.51;16,964.05;1,420.46;99.89;-;11,146.76;7,426.24;15,344.16;2,612.20;1,981.40
Jan 19, 2026 9:00 AM;Jan 19, 2026 10:00 AM;4,542.71;963.23;2,448.05;15,368.85;8,274.54;99.89;-;11,145.73;7,426.19;15,111.95;936.56;1,850.26
Jan 19, 2026 10:00 AM;Jan 19, 2026 11:00 AM;4,448.02;955.91;2,193.35;13,149.04;16,780.31;99.89;-;9,872.57;7,424.25;14,452.18;357.24;1,813.13
Jan 19, 2026 11:00 AM;Jan 19, 2026 12:00 PM;4,283.63;975.06;1,896.41;10,427.11;22,823.27;99.89;-;9,390.43;7,460.72;14,255.65;756.00;1,924.17
Jan 19, 2026 12:00 PM;Jan 19, 2026 1:00 PM;4,264.07;950.60;1,462.56;9,077.72;24,903.12;99.89;-;9,591.18;7,279.79;13,996.36;195.60;2,017.99
Jan 19, 2026 1:00 PM;Jan 19, 2026 2:00 PM;4,309.02;983.89;1,466.52;8,857.87;22,822.11;99.89;-;10,097.61;7,086.95;14,606.68;165.83;1,959.98
Jan 19, 2026 2:00 PM;Jan 19, 2026 3:00 PM;4,328.63;1,063.81;1,586.21;9,047.81;16,757.51;99.89;-;10,325.85;7,078.01;14,919.06;235.31;1,827.48
Jan 19, 2026 3:00 PM;Jan 19, 2026 4:00 PM;4,403.55;1,021.80;1,893.23;9,762.29;7,709.22;99.89;-;10,372.54;7,296.32;16,283.81;1,702.30;1,827.09
Jan 19, 2026 4:00 PM;Jan 19, 2026 5:00 PM;4,540.13;1,151.62;2,233.68;12,324.88;981.83;99.89;-;10,480.57;7,603.24;17,000.77;4,374.96;1,850.20
